---------- BOTNET FLOWS DETECTED ----------

66.154.80.111:7871 -> 74.245.24.221:50988 (UDP)
66.154.83.107:7871 -> 72.15.125.142:23749 (UDP)
66.154.83.107:7871 -> 216.12.58.49:33399 (UDP)
66.154.83.138:7871 -> 81.25.53.72:64013 (UDP)
72.129.129.157:8 -> 66.154.83.152:63098 (TCP)
66.154.87.57:7871 -> 201.228.205.235:29286 (UDP)
88.106.78.77:137 -> 66.154.87.39:137 (UDP)
68.173.173.134:11684 -> 66.154.80.111:7871 (UDP)
90.55.53.143:4183 -> 66.154.83.138:7871 (UDP)
66.154.87.39:7871 -> 83.144.91.238:5075 (UDP)
80.26.32.195:50005 -> 66.154.80.101:7871 (UDP)
66.154.80.111:7871 -> 222.252.159.207:50219 (UDP)
66.154.87.39:7871 -> 194.78.205.90:9347 (UDP)
66.154.83.107:7871 -> 87.122.89.133:62311 (UDP)
24.239.51.181:4067 -> 66.154.80.101:7871 (UDP)
66.154.83.138:7871 -> 189.132.98.209:16072 (UDP)
66.154.83.107:7871 -> 77.239.178.142:63074 (UDP)
61.230.18.196:7172 -> 66.154.80.111:7871 (UDP)
201.158.229.189:3697 -> 66.154.87.57:7871 (UDP)
66.154.87.41:7871 -> 72.184.15.28:25932 (UDP)
41.249.16.27:25872 -> 66.154.87.57:7871 (UDP)
124.106.151.71:11097 -> 66.154.80.101:7871 (UDP)
84.58.0.73:18838 -> 66.154.80.101:7871 (UDP)
66.154.87.61:7871 -> 122.200.67.202:57935 (UDP)
66.154.83.80:7871 -> 86.153.165.160:62542 (UDP)
66.154.87.41:7871 -> 65.60.195.104:7310 (UDP)
66.154.87.41:7871 -> 213.208.33.162:9379 (UDP)
66.154.83.113:7871 -> 82.228.156.113:21326 (UDP)
66.154.83.107:7871 -> 59.188.242.8:25568 (UDP)
66.154.80.101:7871 -> 84.10.81.100:30598 (UDP)
66.154.87.41:7871 -> 222.123.164.169:50353 (UDP)
66.154.83.80:7871 -> 190.164.120.213:6928 (UDP)
66.154.80.111:7871 -> 61.216.242.168:11126 (UDP)
66.154.87.61:7871 -> 69.212.21.136:1305 (UDP)
69.61.28.70:135 -> 58.220.235.153:6000 (TCP)
217.175.208.239:6127 -> 66.154.87.39:7871 (UDP)
66.154.80.105:7871 -> 65.168.43.3:27497 (UDP)
201.250.92.148:6109 -> 66.154.87.41:7871 (UDP)
66.154.83.107:7871 -> 194.143.136.250:29616 (UDP)
66.154.83.113:7871 -> 12.227.222.159:19932 (UDP)
194.206.103.58:11886 -> 66.154.80.111:7871 (UDP)
91.35.131.234:10254 -> 66.154.80.101:7871 (UDP)
66.154.83.138:7871 -> 201.50.70.14:24834 (UDP)
72.23.130.120:18148 -> 66.154.87.39:7871 (UDP)
66.154.87.41:7871 -> 87.178.115.185:21169 (UDP)
203.131.136.154:27512 -> 66.154.80.101:7871 (UDP)
66.154.80.105:7871 -> 66.131.216.235:8142 (UDP)
71.245.92.10:53005 -> 66.154.80.125:7871 (UDP)
66.154.87.41:7871 -> 24.160.179.242:16548 (UDP)
24.113.23.60:18984 -> 66.154.80.111:7871 (UDP)
66.154.83.80:7871 -> 82.235.115.158:4663 (UDP)
66.154.80.111:137 -> 68.248.18.174:15106 (UDP)
71.224.113.40:8 -> 66.154.83.145:63315 (TCP)
66.154.87.57:7871 -> 86.80.60.46:4046 (UDP)
66.154.87.41:7871 -> 24.13.44.67:6945 (UDP)
66.154.87.39:7871 -> 72.183.196.147:13404 (UDP)
66.154.83.113:7871 -> 65.73.83.210:60045 (UDP)
81.35.35.113:26314 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 193.37.152.73:19272 (UDP)
66.154.83.113:7871 -> 213.73.91.25:12550 (UDP)
88.123.5.26:14358 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 85.242.238.23:58803 (UDP)
66.154.80.111:7871 -> 81.90.175.145:3497 (UDP)
68.118.224.56:8 -> 66.154.83.147:63326 (TCP)
66.154.80.111:7871 -> 190.65.182.97:18822 (UDP)
72.49.61.60:10110 -> 66.154.80.125:7871 (UDP)
66.154.83.113:7871 -> 69.71.40.101:32567 (UDP)
68.31.158.117:12272 -> 66.154.83.84:7871 (UDP)
66.154.87.39:7871 -> 85.54.242.255:7304 (UDP)
66.215.119.49:13726 -> 66.154.80.101:7871 (UDP)
66.154.80.111:7871 -> 61.20.135.16:1024 (UDP)
66.154.87.57:7871 -> 98.200.201.223:5024 (UDP)
59.190.178.130:5860 -> 66.154.87.57:7871 (UDP)
66.154.83.138:7871 -> 59.92.138.249:50300 (UDP)
74.125.39.147:80 -> 10.0.2.15:1305 (TCP)
83.249.236.31:15982 -> 66.154.83.80:7871 (UDP)
80.55.242.229:4328 -> 66.154.80.101:7871 (UDP)
66.154.87.39:7871 -> 201.78.23.1:25812 (UDP)
72.209.11.60:32757 -> 66.154.83.107:7871 (UDP)
66.154.87.57:7871 -> 82.136.249.90:11765 (UDP)
66.154.80.105:7871 -> 201.230.232.11:18659 (UDP)
66.154.87.57:7871 -> 84.187.231.72:64358 (UDP)
66.154.83.138:7871 -> 74.46.198.161:60654 (UDP)
143.215.129.25:12523 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 24.127.247.81:1138 (UDP)
84.0.245.170:11693 -> 66.154.87.39:7871 (UDP)
66.154.87.41:7871 -> 196.217.46.123:11204 (UDP)
66.154.87.57:7871 -> 41.220.121.6:24714 (UDP)
66.154.87.39:7871 -> 82.227.183.19:16284 (UDP)
91.121.5.14:11030 -> 66.154.80.101:7871 (UDP)
66.154.80.111:7871 -> 71.71.20.15:9999 (UDP)
64.30.168.16:18941 -> 66.154.80.111:7871 (UDP)
63.228.52.52:16275 -> 66.154.80.125:7871 (UDP)
66.154.83.80:7871 -> 84.78.98.183:13298 (UDP)
212.7.18.84:25117 -> 66.154.87.57:7871 (UDP)
212.108.197.223:11315 -> 66.154.80.125:7871 (UDP)
61.224.77.165:12595 -> 66.154.83.113:7871 (UDP)
66.154.83.138:7871 -> 219.79.73.115:11547 (UDP)
200.112.175.42:8738 -> 66.154.87.41:7871 (UDP)
66.154.83.80:7871 -> 66.156.49.114:50173 (UDP)
66.154.87.39:7871 -> 212.65.15.223:13205 (UDP)
79.196.203.46:9720 -> 66.154.87.39:7871 (UDP)
106.13.184.74:5221 -> 66.154.80.105:7871 (UDP)
66.154.87.41:7871 -> 85.176.24.156:13121 (UDP)
80.35.168.73:21667 -> 66.154.87.39:7871 (UDP)
190.50.175.190:22252 -> 66.154.83.80:7871 (UDP)
66.154.87.61:7871 -> 80.245.116.14:11027 (UDP)
78.160.7.207:27350 -> 66.154.80.111:7871 (UDP)
69.119.182.116:24015 -> 66.154.80.105:7871 (UDP)
83.76.193.229:19600 -> 66.154.83.107:7871 (UDP)
68.117.111.22:2266 -> 66.154.87.58:7871 (UDP)
66.154.80.101:7871 -> 217.52.252.16:7207 (UDP)
24.184.103.224:33738 -> 66.154.80.125:7871 (UDP)
66.154.83.153:63179 -> 65.30.81.171:8 (TCP)
66.154.87.41:7871 -> 58.168.238.77:60021 (UDP)
66.154.80.111:7871 -> 84.121.104.10:12954 (UDP)
66.154.87.41:7871 -> 63.247.78.73:16052 (UDP)
66.154.83.107:7871 -> 83.228.34.50:16275 (UDP)
66.154.87.61:7871 -> 86.156.159.111:29689 (UDP)
80.37.4.176:20575 -> 66.154.80.111:7871 (UDP)
66.92.168.83:20703 -> 66.154.87.41:7871 (UDP)
125.230.160.37:10139 -> 66.154.83.138:7871 (UDP)
212.25.103.102:1503 -> 66.154.87.58:7871 (UDP)
210.6.161.146:17179 -> 66.154.87.41:7871 (UDP)
66.154.80.111:7871 -> 90.37.225.122:3127 (UDP)
189.23.42.2:42677 -> 66.154.80.111:7871 (UDP)
66.154.87.41:7871 -> 71.137.137.14:61469 (UDP)
24.139.248.44:33489 -> 66.154.87.58:7871 (UDP)
66.154.87.58:7871 -> 74.192.45.204:21523 (UDP)
69.62.217.179:7477 -> 66.154.83.138:7871 (UDP)
24.44.72.165:1201 -> 66.154.87.41:7871 (UDP)
66.154.80.105:7871 -> 76.108.173.178:28415 (UDP)
66.154.80.111:7871 -> 202.79.18.42:9999 (UDP)
83.176.53.135:6137 -> 66.154.87.57:7871 (UDP)
89.84.44.192:4611 -> 66.154.83.80:7871 (UDP)
201.220.75.170:3081 -> 66.154.87.57:7871 (UDP)
66.154.83.113:7871 -> 68.39.139.154:33399 (UDP)
66.154.83.107:7871 -> 86.203.246.151:10237 (UDP)
72.152.75.39:13922 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 189.167.35.148:19507 (UDP)
66.154.83.116:7871 -> 82.235.108.142:18542 (UDP)
88.17.200.101:21608 -> 66.154.80.101:7871 (UDP)
151.118.128.70:28608 -> 66.154.80.105:7871 (UDP)
10.0.2.15:1368 -> 66.228.57.160:80 (TCP)
206.114.61.199:8764 -> 66.154.87.39:7871 (UDP)
66.154.83.113:7871 -> 24.10.22.200:16668 (UDP)
66.154.87.39:7871 -> 222.127.61.147:50335 (UDP)
66.154.87.57:7871 -> 76.205.103.212:13100 (UDP)
83.165.105.108:12649 -> 66.154.83.138:7871 (UDP)
66.154.80.105:7871 -> 79.8.189.247:50500 (UDP)
222.115.216.153:11275 -> 66.154.83.113:7871 (UDP)
66.154.87.57:7871 -> 88.254.19.111:21189 (UDP)
66.154.80.105:7871 -> 77.181.27.86:61544 (UDP)
66.154.87.39:7871 -> 90.45.76.110:4955 (UDP)
200.116.162.77:16275 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 88.207.234.193:24821 (UDP)
66.154.83.80:7871 -> 65.40.173.173:13356 (UDP)
66.154.83.80:7871 -> 204.186.59.64:29813 (UDP)
190.64.92.217:62659 -> 66.154.80.101:7871 (UDP)
66.154.87.57:7871 -> 190.74.206.130:19915 (UDP)
88.65.72.196:25814 -> 66.154.87.57:7871 (UDP)
87.157.160.101:11575 -> 66.154.87.57:7871 (UDP)
190.40.85.57:20849 -> 66.154.80.101:7871 (UDP)
66.154.80.101:7871 -> 189.171.92.191:33219 (UDP)
189.165.128.6:16275 -> 66.154.83.131:7871 (UDP)
66.154.80.101:7871 -> 82.240.94.241:20064 (UDP)
66.154.87.61:7871 -> 24.89.205.58:29067 (UDP)
196.210.106.42:9583 -> 66.154.80.105:7871 (UDP)
69.61.28.103:63282 -> 24.58.101.166:8 (TCP)
66.154.80.111:7871 -> 66.245.54.23:22440 (UDP)
81.232.116.26:10921 -> 66.154.87.41:7871 (UDP)
77.201.32.250:5417 -> 66.154.83.107:7871 (UDP)
59.167.194.246:62810 -> 66.154.87.39:7871 (UDP)
122.144.117.181:21077 -> 66.154.87.39:7871 (UDP)
172.27.22.206:51010 -> 204.79.197.200:443 (TCP)
66.154.83.80:7871 -> 201.222.242.168:46991 (UDP)
217.25.19.41:30791 -> 66.154.87.58:7871 (UDP)
91.144.8.62:8429 -> 66.154.83.107:7871 (UDP)
66.154.83.107:7871 -> 68.228.213.2:4252 (UDP)
66.154.87.41:7871 -> 67.87.83.14:18752 (UDP)
66.154.80.101:7871 -> 80.145.91.185:31919 (UDP)
89.225.151.125:9945 -> 66.154.87.58:7871 (UDP)
10.0.2.15:2233 -> 174.140.168.169:80 (TCP)
66.154.80.105:7871 -> 189.142.177.173:1756 (UDP)
66.154.87.57:7871 -> 58.31.133.57:17468 (UDP)
124.120.118.111:7507 -> 66.154.83.113:7871 (UDP)
64.13.113.82:8 -> 66.154.83.144:63791 (TCP)
66.154.83.113:7871 -> 148.221.42.149:31074 (UDP)
66.154.87.57:7871 -> 140.103.136.250:6499 (UDP)
66.154.80.111:7871 -> 87.105.12.71:51780 (UDP)
66.154.80.125:7871 -> 24.185.129.225:4818 (UDP)
24.127.6.175:49611 -> 66.154.87.57:7871 (UDP)
66.154.83.150:63216 -> 216.174.161.17:8 (TCP)
66.154.83.113:7871 -> 71.97.202.196:12894 (UDP)
66.154.83.138:7871 -> 82.167.43.10:20603 (UDP)
67.41.200.27:18752 -> 66.154.83.138:7871 (UDP)
201.232.106.118:65519 -> 66.154.83.138:7871 (UDP)
66.154.83.80:7871 -> 190.172.185.128:32777 (UDP)
24.188.146.6:33442 -> 66.154.87.39:7871 (UDP)
66.154.87.41:7871 -> 68.93.114.81:16308 (UDP)
76.66.21.124:60369 -> 66.154.87.61:7871 (UDP)
66.154.83.80:7871 -> 68.226.150.168:2742 (UDP)
66.154.87.39:7871 -> 59.94.133.230:32112 (UDP)
66.154.83.138:7871 -> 80.86.248.28:15878 (UDP)
69.85.109.43:24997 -> 66.154.83.113:7871 (UDP)
66.154.80.111:7871 -> 58.69.53.198:21828 (UDP)
66.154.87.57:7871 -> 61.95.199.46:6994 (UDP)
66.154.83.142:63305 -> 72.129.129.157:8 (TCP)
66.154.83.80:7871 -> 190.48.39.73:26921 (UDP)
68.110.80.140:8 -> 66.154.83.138:63900 (TCP)
70.210.165.97:13563 -> 66.154.87.54:7871 (UDP)
66.154.87.41:7871 -> 70.70.4.108:2888 (UDP)
66.154.87.41:7871 -> 72.185.215.54:1044 (UDP)
124.47.136.26:12255 -> 66.154.87.61:7871 (UDP)
66.154.83.80:7871 -> 69.250.241.160:22368 (UDP)
24.58.101.166:8 -> 66.154.83.132:63724 (TCP)
201.240.217.131:16140 -> 66.154.83.80:7871 (UDP)
90.28.14.13:3756 -> 66.154.80.111:7871 (UDP)
66.154.83.107:7871 -> 83.6.246.138:16275 (UDP)
66.154.80.111:7871 -> 62.132.109.57:40519 (UDP)
66.154.83.132:63181 -> 68.198.41.207:8 (TCP)
66.154.87.41:7871 -> 71.200.36.164:26429 (UDP)
190.67.210.48:21064 -> 66.154.87.41:7871 (UDP)
117.98.20.201:6705 -> 66.154.80.111:7871 (UDP)
189.132.141.105:8815 -> 66.154.80.105:7871 (UDP)
66.154.83.80:7871 -> 85.5.2.128:9426 (UDP)
66.90.180.200:11333 -> 66.154.87.58:7871 (UDP)
66.154.80.111:7871 -> 124.171.213.84:50085 (UDP)
66.154.87.57:7871 -> 85.155.17.198:23526 (UDP)
82.66.115.203:4312 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 190.43.184.98:18002 (UDP)
66.154.80.111:7871 -> 76.230.47.199:30358 (UDP)
66.154.87.39:7871 -> 88.198.36.84:17494 (UDP)
68.118.224.56:8 -> 66.154.83.132:63166 (TCP)
190.75.223.251:28467 -> 66.154.80.111:7871 (UDP)
66.154.83.80:7871 -> 24.61.223.242:33740 (UDP)
66.154.83.107:7871 -> 66.32.70.29:10047 (UDP)
66.154.80.111:7871 -> 201.86.141.210:50385 (UDP)
66.154.83.113:7871 -> 88.27.166.44:7756 (UDP)
66.154.83.107:7871 -> 208.65.67.190:27652 (UDP)
201.230.247.47:18141 -> 66.154.87.57:7871 (UDP)
66.154.87.39:7871 -> 200.118.86.185:59319 (UDP)
221.149.226.143:8922 -> 66.154.87.57:7871 (UDP)
89.212.6.94:13564 -> 66.154.80.111:7871 (UDP)
66.154.83.138:7871 -> 202.47.107.38:13687 (UDP)
68.12.196.228:14519 -> 66.154.83.113:7871 (UDP)
66.154.87.41:7871 -> 88.253.62.20:16170 (UDP)
190.42.102.219:29274 -> 66.154.87.39:7871 (UDP)
190.43.23.141:14107 -> 66.154.87.41:7871 (UDP)
66.154.87.57:7871 -> 88.203.244.98:15750 (UDP)
80.130.251.45:12666 -> 66.154.87.57:7871 (UDP)
67.132.133.66:37925 -> 66.154.87.41:7871 (UDP)
66.154.83.80:7871 -> 61.68.173.4:4000 (UDP)
66.154.80.111:7871 -> 88.101.154.227:4622 (UDP)
85.248.121.12:80 -> 69.61.28.110:32617 (TCP)
66.154.87.41:7871 -> 89.25.159.67:11098 (UDP)
88.255.57.84:41483 -> 66.154.87.41:7871 (UDP)
74.107.92.205:9939 -> 66.154.80.111:7871 (UDP)
125.73.58.142:8046 -> 66.154.87.57:7871 (UDP)
190.2.177.206:6694 -> 66.154.87.57:7871 (UDP)
66.154.80.111:7871 -> 211.224.249.213:18229 (UDP)
66.154.83.80:7871 -> 80.170.158.111:5310 (UDP)
66.154.87.61:7871 -> 88.139.129.30:55087 (UDP)
66.154.80.111:7871 -> 222.252.233.9:54548 (UDP)
66.154.87.61:7871 -> 82.160.97.2:54467 (UDP)
66.154.80.111:7871 -> 202.41.190.225:1416 (UDP)
173.213.112.209:80 -> 10.0.2.15:2044 (TCP)
75.71.194.210:33346 -> 66.154.87.57:7871 (UDP)
66.154.87.41:7871 -> 58.39.73.91:2443 (UDP)
66.154.87.39:7871 -> 210.213.140.197:11274 (UDP)
74.1.171.216:56459 -> 66.154.80.105:7871 (UDP)
66.154.87.57:7871 -> 84.162.122.226:19999 (UDP)
66.154.80.111:7871 -> 75.192.136.65:24015 (UDP)
24.218.110.169:15300 -> 66.154.87.39:7871 (UDP)
80.185.203.30:55063 -> 66.154.87.61:7871 (UDP)
66.154.83.80:7871 -> 24.167.207.245:16275 (UDP)
190.67.37.16:15300 -> 66.154.83.107:7871 (UDP)
76.233.4.141:32490 -> 66.154.87.39:7871 (UDP)
66.154.87.57:7871 -> 12.207.105.90:11275 (UDP)
66.154.80.111:7871 -> 190.67.159.236:25464 (UDP)
66.154.87.41:7871 -> 201.223.229.176:30041 (UDP)
66.154.87.57:7871 -> 24.210.71.237:18581 (UDP)
201.241.81.203:61845 -> 66.154.87.39:7871 (UDP)
66.154.83.80:7871 -> 86.145.185.91:51765 (UDP)
76.4.204.158:17519 -> 66.154.80.111:7871 (UDP)
66.154.83.135:63769 -> 69.133.103.15:8 (TCP)
151.73.79.165:10195 -> 66.154.83.113:7871 (UDP)
83.44.64.20:29139 -> 66.154.83.107:7871 (UDP)
218.175.188.54:26704 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 71.52.10.160:16829 (UDP)
66.154.83.80:7871 -> 211.246.218.4:2060 (UDP)
88.102.110.155:17697 -> 66.154.87.39:7871 (UDP)
172.166.164.175:29646 -> 66.154.83.107:7871 (UDP)
190.7.18.5:23955 -> 66.154.87.61:7871 (UDP)
66.154.87.39:7871 -> 124.157.211.63:24457 (UDP)
12.182.38.242:2690 -> 66.154.80.101:7871 (UDP)
66.154.83.80:7871 -> 67.162.64.214:7871 (UDP)
66.154.87.41:7871 -> 87.175.131.237:62960 (UDP)
219.47.68.41:28295 -> 66.154.83.107:7871 (UDP)
70.161.107.185:11028 -> 66.154.80.125:7871 (UDP)
66.154.80.101:7871 -> 189.56.150.110:10728 (UDP)
62.224.219.149:61560 -> 66.154.87.61:7871 (UDP)
66.154.83.107:7871 -> 24.72.104.14:8189 (UDP)
66.154.87.58:7871 -> 74.71.33.187:7164 (UDP)
80.67.221.12:18511 -> 66.154.87.39:7871 (UDP)
66.154.80.125:7871 -> 84.72.78.131:26567 (UDP)
66.154.83.113:7871 -> 64.179.143.222:28698 (UDP)
66.154.87.39:7871 -> 24.141.221.108:12482 (UDP)
66.154.87.39:7871 -> 83.99.195.96:2991 (UDP)
24.252.252.205:13580 -> 66.154.80.101:7871 (UDP)
212.182.180.42:11880 -> 66.154.83.80:7871 (UDP)
64.91.191.250:16848 -> 66.154.80.105:7871 (UDP)
217.119.148.7:5715 -> 66.154.83.138:7871 (UDP)
83.171.150.178:12881 -> 66.154.87.41:7871 (UDP)
203.7.232.240:13237 -> 66.154.87.39:7871 (UDP)
67.189.15.144:17423 -> 66.154.80.105:7871 (UDP)
66.154.80.118:7871 -> 84.100.78.172:55122 (UDP)
212.145.92.153:9938 -> 66.154.83.138:7871 (UDP)
66.154.83.107:7871 -> 84.57.136.187:12084 (UDP)
66.154.87.57:7871 -> 219.91.225.40:26417 (UDP)
66.154.80.111:7871 -> 74.113.203.82:3483 (UDP)
213.208.33.162:9379 -> 66.154.83.80:7871 (UDP)
89.176.195.168:9130 -> 66.154.80.101:7871 (UDP)
64.3.251.98:8606 -> 66.154.83.80:7871 (UDP)
66.154.83.80:7871 -> 83.12.120.180:18969 (UDP)
190.48.32.14:10587 -> 66.154.87.57:7871 (UDP)
66.154.80.105:7871 -> 213.171.42.149:11564 (UDP)
66.154.83.138:7871 -> 82.179.248.252:15621 (UDP)
68.34.138.69:26395 -> 66.154.87.58:7871 (UDP)
66.154.83.80:7871 -> 87.117.10.123:64461 (UDP)
66.154.87.61:7871 -> 75.186.25.102:20790 (UDP)
66.154.87.57:7871 -> 124.120.70.97:28364 (UDP)
66.154.80.111:7871 -> 70.19.120.218:54950 (UDP)
66.154.83.107:7871 -> 216.227.96.219:53439 (UDP)
66.154.87.58:7871 -> 59.21.216.22:6518 (UDP)
121.220.61.178:60472 -> 66.154.83.107:7871 (UDP)
91.89.97.97:46895 -> 66.154.87.61:7871 (UDP)
66.154.83.107:7871 -> 66.246.72.109:4154 (UDP)
66.154.80.125:7871 -> 12.240.62.33:11178 (UDP)
66.154.87.58:7871 -> 10.0.1.4:6829 (UDP)
71.75.20.28:14232 -> 66.154.83.138:7871 (UDP)
66.154.87.39:7871 -> 84.59.35.66:16282 (UDP)
222.123.230.21:24062 -> 66.154.80.105:7871 (UDP)
66.154.83.151:63144 -> 69.113.158.42:8 (TCP)
124.120.46.80:11268 -> 66.154.80.111:7871 (UDP)
66.154.83.107:7871 -> 88.64.217.124:10841 (UDP)
69.4.150.221:60063 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 216.32.78.226:10823 (UDP)
121.7.10.11:8056 -> 66.154.83.107:7871 (UDP)
69.142.115.238:33407 -> 66.154.87.61:7871 (UDP)
66.154.87.39:7871 -> 91.171.166.206:9703 (UDP)
66.154.87.41:7871 -> 217.132.166.206:12997 (UDP)
72.152.75.39:6979 -> 66.154.83.80:7871 (UDP)
66.154.87.61:7871 -> 85.50.153.7:15403 (UDP)
66.154.80.105:7871 -> 82.227.176.118:11211 (UDP)
77.4.60.218:19724 -> 66.154.87.41:7871 (UDP)
82.210.132.201:4989 -> 66.154.80.119:7871 (UDP)
66.154.87.39:7871 -> 81.202.111.0:10980 (UDP)
66.154.83.113:7871 -> 61.228.146.154:6848 (UDP)
66.154.83.107:7871 -> 84.121.119.130:14056 (UDP)
66.154.87.41:7871 -> 75.31.255.139:16275 (UDP)
210.209.123.182:25849 -> 66.154.80.101:7871 (UDP)
66.154.80.111:7871 -> 76.227.152.238:5296 (UDP)
66.154.80.111:7871 -> 143.215.130.183:27103 (UDP)
66.154.87.39:7871 -> 24.99.48.223:11275 (UDP)
66.154.80.105:7871 -> 189.188.28.89:11916 (UDP)
69.244.60.5:4972 -> 66.154.83.80:7871 (UDP)
71.248.115.18:52449 -> 66.154.83.80:7871 (UDP)
202.79.44.236:31362 -> 66.154.87.39:7871 (UDP)
200.45.35.92:50129 -> 66.154.83.138:7871 (UDP)
75.87.102.189:16275 -> 66.154.87.41:7871 (UDP)
81.176.33.80:18935 -> 66.154.83.138:7871 (UDP)
80.56.228.68:20166 -> 66.154.83.107:7871 (UDP)
82.177.234.66:5380 -> 66.154.83.107:7871 (UDP)
66.154.83.141:63168 -> 69.113.3.220:8 (TCP)
66.154.87.57:7871 -> 80.250.66.102:55254 (UDP)
66.154.80.111:7871 -> 24.96.148.56:55067 (UDP)
202.71.133.9:7168 -> 66.154.83.107:7871 (UDP)
66.154.83.80:7871 -> 69.114.186.139:50935 (UDP)
66.154.87.39:7871 -> 85.104.83.46:29586 (UDP)
75.68.221.225:33712 -> 66.154.83.138:7871 (UDP)
82.226.35.251:17643 -> 66.154.87.41:7871 (UDP)
93.87.118.253:13301 -> 10.0.2.15:15931 (UDP)
85.118.41.157:5642 -> 66.154.80.101:7871 (UDP)
66.154.80.101:7871 -> 70.48.61.86:24384 (UDP)
71.51.134.11:12775 -> 66.154.83.107:7871 (UDP)
66.154.83.113:7871 -> 213.158.196.70:30594 (UDP)
140.122.105.200:8405 -> 66.154.83.138:7871 (UDP)
66.154.80.111:7871 -> 200.116.119.207:13237 (UDP)
222.191.243.219:10369 -> 66.154.87.61:7871 (UDP)
213.227.66.82:18102 -> 66.154.80.105:7871 (UDP)
66.154.87.57:7871 -> 76.244.77.163:60162 (UDP)
66.154.87.58:7871 -> 85.176.250.172:65012 (UDP)
69.6.134.182:32001 -> 66.154.87.61:7871 (UDP)
66.154.83.134:63179 -> 24.165.115.55:8 (TCP)
66.154.87.41:7871 -> 59.189.21.2:13284 (UDP)
66.154.87.57:7871 -> 91.145.225.160:16275 (UDP)
194.247.32.22:9252 -> 66.154.87.57:7871 (UDP)
66.154.87.39:7871 -> 84.77.26.95:12614 (UDP)
66.154.80.111:7871 -> 62.56.128.51:23037 (UDP)
201.230.174.209:16363 -> 66.154.83.107:7871 (UDP)
71.86.53.148:22685 -> 66.154.87.39:7871 (UDP)
66.154.87.57:7871 -> 190.13.46.9:30864 (UDP)
66.154.80.105:7871 -> 68.198.90.198:18611 (UDP)
66.154.80.105:7871 -> 65.40.136.133:22645 (UDP)
66.154.80.111:7871 -> 77.226.152.116:18866 (UDP)
66.154.83.80:7871 -> 85.105.182.213:17742 (UDP)
66.154.83.107:7871 -> 68.111.157.125:45945 (UDP)
66.154.87.41:7871 -> 208.65.67.190:29524 (UDP)
82.233.179.239:22964 -> 66.154.87.57:7871 (UDP)
61.17.255.241:21789 -> 66.154.83.107:7871 (UDP)
66.154.83.130:63776 -> 128.211.221.47:8 (TCP)
66.154.80.101:7871 -> 203.164.150.211:17513 (UDP)
66.154.83.140:64134 -> 68.46.202.77:8 (TCP)
69.61.28.100:7871 -> 84.222.117.15:4663 (UDP)
203.81.217.37:27429 -> 66.154.80.125:7871 (UDP)
66.154.80.105:7871 -> 200.121.22.91:25431 (UDP)
66.154.83.80:7871 -> 200.175.76.146:28608 (UDP)
66.154.87.58:7871 -> 66.68.231.227:9703 (UDP)
71.90.83.49:10908 -> 66.154.83.113:7871 (UDP)
72.184.117.214:55335 -> 66.154.87.39:7871 (UDP)
66.154.83.113:7871 -> 24.154.188.230:24864 (UDP)
84.44.242.159:7491 -> 66.154.87.57:7871 (UDP)
82.233.242.247:20251 -> 66.154.83.107:7871 (UDP)
221.140.124.186:9583 -> 66.154.87.58:7871 (UDP)
66.154.80.125:7871 -> 81.89.56.250:4106 (UDP)
85.116.206.68:8301 -> 66.154.83.113:7871 (UDP)
66.154.83.145:63120 -> 67.177.114.151:8 (TCP)
66.154.87.39:7871 -> 122.162.169.118:7284 (UDP)
86.221.237.161:7886 -> 66.154.87.39:7871 (UDP)
202.78.235.177:4110 -> 66.154.87.57:7871 (UDP)
208.186.177.18:7871 -> 66.154.87.61:7871 (UDP)
66.154.87.41:7871 -> 84.90.153.119:1365 (UDP)
69.151.204.10:9419 -> 66.154.83.80:7871 (UDP)
71.165.254.110:32927 -> 66.154.80.105:7871 (UDP)
66.154.87.61:7871 -> 200.112.12.82:21202 (UDP)
58.140.32.191:11274 -> 66.154.87.58:7871 (UDP)
190.74.27.247:9617 -> 66.154.80.125:7871 (UDP)
66.154.80.105:7871 -> 74.75.150.206:9017 (UDP)
213.100.47.210:2581 -> 66.154.83.107:7871 (UDP)
66.154.99.2:4031 -> 66.154.83.136:445 (TCP)
66.154.80.111:7871 -> 70.51.58.125:61356 (UDP)
66.154.87.57:7871 -> 89.138.178.152:29796 (UDP)
218.188.144.38:36221 -> 66.154.83.80:7871 (UDP)
62.221.44.37:10118 -> 66.154.87.57:7871 (UDP)
83.20.79.71:10792 -> 66.154.87.61:7871 (UDP)
66.154.87.50:7871 -> 83.149.65.56:5642 (UDP)
66.154.80.125:7871 -> 24.59.113.116:11275 (UDP)
66.154.87.39:7871 -> 116.64.26.5:10451 (UDP)
213.4.192.22:46574 -> 66.154.87.57:7871 (UDP)
75.72.115.61:5191 -> 66.154.80.101:7871 (UDP)
